SentID_GM,targ,Sentence_with_Target,Sentence_with_Blank,SimilarTo_SentID_GM,sentence_length,targ_sent_position
3529,gallionic,Bob had no idea that so many kids at school thought he was [gallionic].,Bob had no idea that so many kids at school thought he was XXXXX.,NA,NA,NA
3530,gallionic,Sylvia thought that her daughter seemed less [gallionic] today.,Sylvia thought that her daughter seemed less XXXXX today.,NA,NA,NA
3531,gallionic,His father could tell when he was starting to feel [gallionic].,His father could tell when he was starting to feel XXXXX.,NA,NA,NA
3532,gallionic,The girl tried to remember a time when her brother was less [gallionic].,The girl tried to remember a time when her brother was less XXXXX.,NA,NA,NA
3533,gallionic,One of the twins is completely [gallionic] and the other is just the opposite.,One of the twins is completely XXXXX and the other is just the opposite.,2198,NA,NA
3534,palter,He comes up with excuses to [palter] out of obligations.,He comes up with excuses to XXXXX out of obligations.,NA,NA,NA
3535,palter,"Instead of honoring deals, dishonorable people haggle and [palter].","Instead of honoring deals, dishonorable people haggle and XXXXX.",NA,NA,NA
3536,palter,His dodgy babbling revealed little besides aside from a tendency to [palter].,His dodgy babbling revealed little besides aside from a tendency to XXXXX.,NA,NA,NA
3537,palter,His essay was drivel designed to vaguely [palter] around a conclusion.,His essay was drivel designed to vaguely XXXXX around a conclusion.,NA,NA,NA
3538,palter,His transparent lie was revealed by his fumbled attempts to [palter].,His transparent lie was revealed by his fumbled attempts to XXXXX.,3541,NA,NA
3539,palter,During debates the politician would [palter] around issues.,During debates the politician would XXXXX around issues.,NA,NA,NA
3540,palter,"Instead of telling the truth, he'll [palter] around it.","Instead of telling the truth, he'll XXXXX around it.",NA,NA,NA
3541,palter,His transparent lies were fabricated from his fumbled attempts to [palter].,His transparent lies were fabricated from his fumbled attempts to XXXXX.,3538,NA,NA
3542,palter,People without convictions [palter] around the opinions of others.,People without convictions XXXXX around the opinions of others.,NA,NA,NA
3543,palter,Diplomatic negotiations are often ruined by the temptation to [palter].,Diplomatic negotiations are often ruined by the temptation to XXXXX.,NA,NA,NA
3544,palter,His sophisticated chatter concealed his attempts to [palter].,His sophisticated chatter concealed his attempts to XXXXX.,NA,NA,NA
3545,palter,Terry's feigned indecision was really an excuse to [palter].,Terry's feigned indecision was really an excuse to XXXXX.,NA,NA,NA
3546,palter,Katie's elaborate fabrication revealed her talent for [paltering].,Katie's elaborate fabrication revealed her talent for XXXXX.,NA,NA,NA
3547,palter,Mason is known for his [paltering].,Mason is known for his XXXXX.,NA,NA,NA
3548,palter,Karen was coached to [palter].,Karen was coached to XXXXX.,NA,NA,NA
3549,palter,Patsy takes a lot of time to [palter].,Patsy takes a lot of time to XXXXX.,NA,NA,NA
3550,palter,It's Jamie's habit to [palters].,It's Jamie's habit to XXXXX.,NA,NA,NA
3551,palter,Cory is skilled at [paltering].,Cory is skilled at XXXXX.,NA,NA,NA
3552,palter,A lot of people I work with like to [palter].,A lot of people I work with like to XXXXX.,NA,NA,NA
3553,palter,I'm surprised he could follow her [paltering].,I'm surprised he could follow her XXXXX.,NA,NA,NA
3554,raffish,"The rich lawyer thought the boy looked poor, [rakish] and rebellious.","The rich lawyer thought the boy looked poor, XXXXX and rebellious.",511,NA,NA
3555,raffish,"In Pirates of the Caribbean, Johnny Depp plays a [rakish], offbeat pirate.","In Pirates of the Caribbean, Johnny Depp plays a(n) XXXXX, offbeat pirate.",512,NA,NA
3556,raffish,"Some guys drive a motorcycle to appear rough, [rakish] and adventuresome.","Some guys drive a motorcycle to appear rough, XXXXX and adventuresome.",513,NA,NA
3557,raffish,"The girl's father warned her not to date the charming, [rakish] young man.","The girl's father warned her not to date the charming, XXXXX young man.",NA,NA,NA
3558,raffish,The boy tried to impress his friends with his [rakish] and carefree attitude.,The boy tried to impress his friends with his XXXXX and carefree attitude.,514,NA,NA
3559,raffish,The teen boy wore a [rakish] cap and leather jacket to look like a rebel.,The teen boy wore a(n) XXXXX cap and leather jacket to look like a rebel.,NA,NA,NA
3560,raffish,"To break with convention, the punk rocker got a [rakish] new hair style.","To break with convention, the punk rocker got a(n) XXXXX new hair style.",NA,NA,NA
3561,raffish,"Jack Kerouac was a beatnik poet who was handsome, [rakish], and rebellious.","Jack Kerouac was a beatnik poet who was handsome, XXXXX, and rebellious.",517,NA,NA
3562,raffish,Although he was attractive the [rakish] young man was clearly a scam artist.,Although he was attractive the XXXXX young man was clearly a scam artist.,NA,NA,NA
3563,raffish,"A bohemian is a person who is [rakish], counter-culture, and free-spirited.","A bohemian is a person who is XXXXX, counter-culture, and free-spirited.",518,NA,NA
3564,raffish,The hustler uses his [rakish] good looks to con young girls.,The hustler uses his XXXXX good looks to con young girls.,516,NA,NA
3565,raffish,"Charles was a charmer who was [rakish], quirky, and oddly attractive.","Charles was a charmer who was XXXXX, quirky, and oddly attractive.",519,NA,NA
3566,raffish,All the neighbors stood around and talked about the [rakish] boy.,All the neighbors stood around and talked about the XXXXX boy.,NA,NA,NA
3567,raffish,"As long as I've known him, Joe has had a habit of being [rakish].","As long as I've known him, Joe has had a habit of being XXXXX.",506,NA,NA
3568,raffish,This is no place in this group for someone with a reputation of being [rakish].,This is no place in this group for someone with a reputation of being XXXXX.,NA,NA,NA
3569,titivate,Before the prom she put on a fancy dress and [titivate] her hair.,Before the prom she put on a fancy dress and XXXXX her hair.,NA,NA,NA
3570,titivate,"Before the competition, she [titivate] for hours in front of a mirror.","Before the competition, she XXXXX for hours in front of a mirror.",NA,NA,NA
3571,titivate,She takes her prize poodle to the dog groomers to have him [titivate].,She takes her prize poodle to the dog groomers to have him XXXXX.,NA,NA,NA
3572,titivate,She must like the guy because she [titivate] for hours before he arrived.,She must like the guy because she XXXXX for hours before he arrived.,NA,NA,NA
3573,titivate,Pamela used ribbons and sequins to [titivate] her costume.,Pamela used ribbons and sequins to XXXXX her costume.,NA,NA,NA
3574,titivate,She used her new cosmetics to [titivate] her face before the photo session.,She used her new cosmetics to XXXXX her face before the photo session.,NA,NA,NA
3575,titivate,"At the start of the holiday season, we put up lights and [titivate] the tree.","At the start of the holiday season, we put up lights and XXXXX the tree.",NA,NA,NA
3576,titivate,To attract a mate a rooster will [titivate] and preen his feathers.,To attract a mate a rooster will XXXXX and preen his feathers.,NA,NA,NA
3577,titivate,Before the dinner party we need to set the table and [titivate] the room.,Before the dinner party we need to set the table and XXXXX the room.,NA,NA,NA
3578,titivate,Angela bought some flowers and balloons to [titivate] the dance hall.,Angela bought some flowers and balloons to XXXXX the dance hall.,NA,NA,NA
3579,titivate,My sister loves to dress up and [titivate] in front of a mirror.,My sister loves to dress up and XXXXX in front of a mirror.,NA,NA,NA
3580,titivate,The artist added some color to [titivate] his sculpture before the show.,The artist added some color to XXXXX his sculpture before the show.,NA,NA,NA
3581,titivate,You can use frosting and sprinkles to [titivate] the sugar cookies.,You can use frosting and sprinkles to XXXXX the sugar cookies.,NA,NA,NA
3582,titivate,Donna said she would need at least an hour to [titivate] before we left.,Donna said she would need at least an hour to XXXXX before we left.,NA,NA,NA
3583,titivate,Jack said that it would not be necessary to [titivate].,Jack said that it would not be necessary to XXXXX.,NA,NA,NA
3584,titivate,Serena was famous for her ability to [titivate] like nobody else.,Serena was famous for her ability to XXXXX like nobody else.,NA,NA,NA
3585,titivate,We tried to convince her that it was important to [titivate] before they arrived.,We tried to convince her that it was important to XXXXX before they arrived.,NA,NA,NA
3586,titivate,"Some people make it a point to [titivate], while others don't think about it.","Some people make it a point to XXXXX, while others don't think about it.",NA,NA,NA
3587,titivate,We were surprised to learn that Sally had decided not to [titivate].,We were surprised to learn that Sally had decided not to XXXXX.,NA,NA,NA
3588,titivate,I agreed to do my best even though I do not like to [titivate].,I agreed to do my best even though I do not like to XXXXX.,NA,NA,NA
3589,traduce,Helen spread gossip about her rival in order to [traduce] her.,Helen spread gossip about her rival in order to XXXXX her.,439,NA,NA
3590,traduce,Julia leaked the scandal to the press in order to [traduce] him.,Julia leaked the scandal to the press in order to XXXXX him.,440,NA,NA
3591,traduce,The competitors told lies in order to [traduce] one another.,The competitors told lies in order to XXXXX one another.,NA,NA,NA
3592,traduce,Linda called him a liar and a cheat in order to [traduce] him.,Linda called him a liar and a cheat in order to XXXXX him.,442,NA,NA
3593,traduce,The lawyer accused a witness of lying in order to [traduce] the accused.,The lawyer accused a witness of lying in order to XXXXX the accused.,NA,NA,NA
3594,traduce,"Instead of focusing on issues, politicians use negative ads to [traduce] their rivals.","Instead of focusing on issues, politicians use negative ads to XXXXX their rivals.",443,NA,NA
3595,traduce,It is wrong to ruin her reputation by [traduce] her in front of the press.,It is wrong to ruin her reputation by XXXXX her in front of the press.,NA,NA,NA
3596,traduce,The politician didn't hesitate to [traduce]and insult the other candidate.,The politician didn't hesitate to XXXXXand insult the other candidate.,NA,NA,NA
3597,traduce,The other side started a conspiracy of lies to ruin and [traduce] the President.,The other side started a conspiracy of lies to ruin and XXXXX the President.,NA,NA,NA
3598,traduce,"A good debater uses reason and logic, rather than trying to [traduce] his rival.","A good debater uses reason and logic, rather than trying to XXXXX his rival.",450,NA,NA
3599,traduce,To win the election they used the scandal to [traduce] the other candidate.,To win the election they used the scandal to XXXXX the other candidate.,446,NA,NA
3600,traduce,Politicians run negative ad campaigns to [traduce] their opponents.,Politicians run negative ad campaigns to XXXXX their opponents.,447,NA,NA
3601,traduce,Gossip and lies do more to harm and [traduce] the press than censorship.,Gossip and lies do more to harm and XXXXX the press than censorship.,448,NA,NA
3602,traduce,Kim's friends decided they would work together to [traduce] her.,Kim's friends decided they would work together to XXXXX her.,4509,NA,NA
3603,traduce,Jim never saw the girl again after he saw her friends [traduce] her.,Jim never saw the girl again after he saw her friends XXXXX her.,436,NA,NA
3604,traduce,Bill is not the kind of person who would [traduce] her.,Bill is not the kind of person who would XXXXX her.,NA,NA,NA
3605,traduce,Jim decided that it would be a bad idea to [traduce] her.,Jim decided that it would be a bad idea to XXXXX her.,435,NA,NA
3606,traduce,Karen was unconvinced and saw no reason to [traduce] her.,Karen was unconvinced and saw no reason to XXXXX her.,438,NA,NA
3607,traduce,George is not the kind of person who would [traduce] him.,George is not the kind of person who would XXXXX him.,NA,NA,NA
3608,traduce,Joe tried his best but he was unable to [traduce] her.,Joe tried his best but he was unable to XXXXX her.,NA,NA,NA
3609,versute,Gordon was too [versute] to get caught for being naughty.,Gordon was too XXXXX to get caught for being naughty.,2984,NA,NA
3610,versute,Stephen wanted Julie on his team because she was clever and [versute].,Stephen wanted Julie on his team because she was clever and XXXXX.,2986,NA,NA
3611,versute,The dog was very [versute] and wiggled under the fence when no one was looking.,The dog was very XXXXX and wiggled under the fence when no one was looking.,NA,NA,NA
3612,versute,"In his bid for re-election, the politician was ruthless, [versute] and sly.","In his bid for re-election, the politician was ruthless, XXXXX and sly.",NA,NA,NA
3613,versute,The [versute] coyote set up a trap to catch the elusive road runner.,The XXXXX coyote set up a trap to catch the elusive road runner.,2994,NA,NA
3614,versute,"The new plan was to sneak up on the man while he slept, a [versute] strategy.","The new plan was to sneak up on the man while he slept, a(n) XXXXX strategy.",NA,NA,NA
3615,versute,The mouse was very [versute] and took the cheese without getting caught.,The mouse was very XXXXX and took the cheese without getting caught.,2999,NA,NA
3616,versute,His parents always said that he was [versute] as a child.,His parents always said that he was XXXXX as a child.,NA,NA,NA
3617,versute,To figure out who's responsible they must be as [versute] as poker players.,To figure out who's responsible they must be as XXXXX as poker players.,NA,NA,NA
3618,versute,We never figured out the trick because the magician was so [versute].,We never figured out the trick because the magician was so XXXXX,3220,NA,NA
3619,versute,In children's stories the fox is often [versute] and therefore untrustworthy.,In children's stories the fox is often XXXXX and therefore untrustworthy.,NA,NA,NA
3620,versute,"We were all amazed by the trick, which was [versute] even if it was not real.","We were all amazed by the trick, which was XXXXX even if it was not real.",NA,NA,NA
3621,versute,The trickster was clever about setting up traps but not so [versute] to avoid them himself.,The trickster was clever about setting up traps but not so XXXXX to avoid them himself.,NA,NA,NA
3622,versute,Tomorrow we are going to see a play about a [versute] girl who becomes famous.,Tomorrow we are going to see a play about a(n) XXXXX girl who becomes famous.,NA,NA,NA
3623,versute,I thought the idea she came up with was surprising as well as [versute].,I thought the idea she came up with was surprising as well as XXXXX.,3158,NA,NA
3624,versute,"They thought that the girl was becoming less [versute], but they were wrong.","They thought that the girl was becoming less XXXXX, but they were wrong.",NA,NA,NA
3625,versute,The little boy in the corner had a [versute] look on his face.,The little boy in the corner had a(n) XXXXX look on his face.,NA,NA,NA
3626,versute,We found a dusty old picture of the man with a [versute] look on his face.,We found a dusty old picture of the man with a(n) XXXXX look on his face.,NA,NA,NA
3627,versute,The man who worked at the store on the corner was very [versute].,The man who worked at the store on the corner was very XXXXX.,307,NA,NA
3628,viridity,Young lawyers make more mistakes because of their youth and [viridity].,Young lawyers make more mistakes because of their youth and XXXXX.,NA,NA,NA
3629,viridity,The new server was so bumbling and nervous that his [viridity] was obvious.,The new server was so bumbling and nervous that his XXXXX was obvious.,NA,NA,NA
3630,viridity,The barber's son was in training and his [viridity] led to some dreadful haircuts.,The barber's son was in training and his XXXXX led to some dreadful haircuts.,NA,NA,NA
3631,viridity,The new secretary overcame her [viridity] as she gained more experience.,The new secretary overcame her XXXXX as she gained more experience.,NA,NA,NA
3632,viridity,When John invited the socialite to dance the others laughed about his [viridity].,When John invited the socialite to dance the others laughed about his XXXXX.,NA,NA,NA
3633,viridity,The young secretary made more typos because of her [viridity].,The young secretary made more typos because of herXXXXX.,NA,NA,NA
3634,viridity,Coworkers assumed that the new receptionist was slow because of her [viridity].,Coworkers assumed that the new receptionist was slow because of her XXXXX.,NA,NA,NA
3635,viridity,Junior athletes make unwise moves because of their youth and [viridity].,Junior athletes make unwise moves because of their youth and XXXXX.,NA,NA,NA
3636,viridity,On his first day John was timid and uncertain because of his [viridity].,On his first day John was timid and uncertain because of his XXXXX.,NA,NA,NA
3637,viridity,Sally was from a small country town and was duped because of her [viridity].,Sally was from a small country town and was duped because of her XXXXX.,NA,NA,NA
3638,viridity,Some people took advantage of Sharon's generosity due to her [viridity].,Some people took advantage of Sharon's generosity due to her XXXXX.,NA,NA,NA
3639,viridity,His speech showed a lack of scientific knowledge and [viridity] in politics.,His speech showed a lack of scientific knowledge and XXXXX in politics.,NA,NA,NA
3640,viridity,Learning to ski is dangerous if you don't admit to your [viridity].,Learning to ski is dangerous if you don't admit to your XXXXX.,NA,NA,NA
3641,viridity,"The young lady was naive, and the conman took advantage of her [viridity].","The young lady was naive, and the conman took advantage of her XXXXX.",NA,NA,NA
3642,viridity,"When the cook ruined the steak, the customer accused him of [viridity].","When the cook ruined the steak, the customer accused him of XXXXX.",NA,NA,NA
3643,viridity,A series of poor decisions drew attention to his youth and [viridity].,A series of poor decisions drew attention to his youth and XXXXX.,NA,NA,NA
3644,viridity,She was fresh out of college and out of work due to her [viridity].,She was fresh out of college and out of work due to her XXXXX.,NA,NA,NA
3645,viridity,She was so wrapped up that she forgot all about her [viridity].,She was so wrapped up that she forgot all about her XXXXX.,NA,NA,NA
3646,viridity,Last night we saw an old movie about the [viridity] of a young boy.,Last night we saw an old movie about the XXXXX of a young boy.,NA,NA,NA
3647,viridity,His teacher told him that he did not need to explain his [viridity].,His teacher told him that he did not need to explain his XXXXX.,NA,NA,NA
3648,viridity,Mary's coworkers thought that she had more [viridity] than the average person.,Mary's coworkers thought that she had more XXXXX than the average person.,NA,NA,NA
3649,viridity,"As soon as he started to explain, his [viridity] was easy to see.","As soon as he started to explain, his XXXXX was easy to see.",NA,NA,NA
3650,viridity,I don't know why they say that she has too much [viridity].,I don't know why they say that she has too much XXXXX.,NA,NA,NA
3651,viridity,They decided that everything that happened was due to her [viridity].,They decided that everything that happened was due to her XXXXX.,NA,NA,NA
3652,attest,"I'm applying to college, so I need teachers to [attest] that I'm a good student.","I'm applying to college, so I need teachers to XXXXX that I'm a good student.",1253,NA,NA
3653,attest,My pilot friend [attested] that looking out the window gets boring after awhile.,My pilot friend XXXXX that looking out the window gets boring after awhile.,1272,NA,NA
3654,benign,Lizzy wondered how many items in the collection were [benign].,Lizzy wondered how many items in the collection were XXXXX.,1357,NA,NA
3655,benign,The acid was so harmful that even the nearby air is not [benign].,The acid was so harmful that even the nearby air is not XXXXX.,1365,NA,NA
3656,protrusion,I think that that thing has too many [protrusions].,I think that that thing has too many XXXXX.,NA,NA,NA
3657,augur,The economist's sad face [augured] a bad economy.,The economist's sad face XXXXX a bad economy.,1281,NA,NA
3658,augur,The drying plants [augured] hard times for farmers soon.,The drying plants XXXXX hard times for farmers soon.,1285,NA,NA
3660,clout,"Although the bill was my idea, I needed the senator for her [clout].","Although the bill was my idea, I needed the senator for her XXXXX.",1452,NA,NA
3661,clout,Ben had so little [clout] that no one had ever obeyed him.,Ben had so little XXXXX that no one had ever obeyed him.,1455,NA,NA
3663,eminence,"Two nights ago, Lida overheard people talking about [eminence].","Two nights ago, Lida overheard people talking about XXXXX.",1596,NA,NA
3666,volition,The exercise was difficult to test participants' [volition].,The exercise was difficult to test participants' XXXXX.,NA,NA,NA
3667,deviate,"With the storm approaching, the ship had to [deviate] from its course.","With the storm approaching, the ship had to XXXXX from its course.",1492,NA,NA
3668,deviate,The basketball team won because they did not [deviate] from the game plan.,The basketball team won because they did not XXXXX from the game plan.,1512,NA,NA
3669,deviate,The determined protestors did not [deviate] on their stance.,The determined protestors did not XXXXX on their stance.,1518,NA,NA
3671,discord,It can be hard to grow up in a family with [discord].,It can be hard to grow up in a family with XXXXX.,1524,NA,NA
3672,discord,He found that this one had more [discord] than the other.,He found that this one had more XXXXX than the other.,1443,NA,NA
3673,perturbed,When I couldn't find my keys for hours I became [perturbed].,When I couldn't find my keys for hours I became XXXXX.,1877,NA,NA
3674,tenable,The proposal that there are human-like aliens on Mars is not very [tenable].,The proposal that there are human-like aliens on Mars is not very XXXXX.,1941,NA,NA
3686,plight,Sandra had found out about Becca's [plight] last week.,Sandra had found out about Becca's XXXXX last week.,1890,NA,NA
3689,plight,"I have no sympathy for their [plight], because they deserve it.","I have no sympathy for their XXXXX, because they deserve it.",1904,NA,NA
3694,chasten,The police officer [chastened] the driver who was caught speeding.,The police officer XXXXX the driver who was caught speeding.,2068,NA,NA
3695,languish,"The squirrel was healthy, but later she fell sick and [languished].","The squirrel was healthy, but later she fell sick and XXXXX.",1749,NA,NA
3696,turmoil,Ms. Feng's life has been one of fear and [turmoil] for some time.,Ms. Feng's life has been one of fear and XXXXX for some time.,1993,NA,NA
3700,pilfer,We didn't know what to do after they [pilfered] it.,We didn't know what to do after they XXXXX it.,NA,NA,NA
3702,browbeat,"A coach should provide leadership, not [browbeat] the athletes.","A coach should provide leadership, not XXXXX the athletes.",NA,NA,NA
3703,frigid,The winter air was so [frigid] that Susan's fingers almost turned blue.,The winter air was so XXXXX that Susan's fingers almost turned blue.,NA,NA,NA
3704,aleatoric,Ben thought the winner of the race was [aleatoric].,Ben thought the winner of the race was XXXXX.,NA,NA,NA
3705,aleatoric,Every time the main event happens it is [aleatoric].,Every time the main event happens it is XXXXX.,NA,NA,NA
3706,aleatoric,"Gambling can lead to an outcome that is good, bad, or simply [aleatoric].","Gambling can lead to an outcome that is good, bad, or simply XXXXX.",NA,NA,NA
3707,aleatoric,"His luck in the card game was [aleatoric], rather than expected.","His luck in the card game was XXXXX, rather than expected.",NA,NA,NA
3708,aleatoric,Mindy's visit to that location the other day was [aleatoric].,Mindy's visit to that location the other day was XXXXX.,NA,NA,NA
3709,aleatoric,People thought the plan was hopeless and were therefore surprised by its [aleatoric] success.,People thought the plan was hopeless and were therefore surprised by its XXXXX success.,NA,NA,NA
3710,aleatoric,Some people enjoy [aleatoric] gatherings after work.,Some people enjoy XXXXX gatherings after work.,NA,NA,NA
3711,aleatoric,The coworkers discussed the [aleatoric] incident during their lunch hour.,The coworkers discussed the XXXXX incident during their lunch hour.,NA,NA,NA
3712,aleatoric,"The game's result was [aleatoric], and officials rechecked it several times.","The game's result was XXXXX, and officials rechecked it several times.",NA,NA,NA
3713,aleatoric,This year we have heard about an increase in the number of [aleatoric] things.,This year we have heard about an increase in the number of XXXXX things.,NA,NA,NA
3714,aleatoric,"When you flip a coin, the result is [aleatoric], that is, unpredictable.","When you flip a coin, the result is XXXXX, that is, unpredictable.",NA,NA,NA
3715,aleatoric,Winning the lottery is an [aleatoric] result and not something to count on.,Winning the lottery is a(n) XXXXX result and not something to count on.,NA,NA,NA
3716,aphotic,"At night the path through the forest was [aphotic], but we continued on.","At night the path through the forest was XXXXX, but we continued on.",NA,NA,NA
3717,aphotic,"I turned on the lamp since the hallway was [aphotic], rather than light.","I turned on the lamp since the hallway was XXXXX, rather than light.",NA,NA,NA
3718,aphotic,"If you had done what we asked, it would be less [aphotic].","If you had done what we asked, it would be less XXXXX.",NA,NA,NA
3719,aphotic,In this picture the room appears bigger and more [aphotic].,In this picture the room appears bigger and more XXXXX.,NA,NA,NA
3720,aphotic,"Jessica used a flashlight in the hallway, which was long, narrow, [aphotic] and scary.","Jessica used a flashlight in the hallway, which was long, narrow, XXXXX and scary.",NA,NA,NA
3721,aphotic,Sharon did not know that it would be this [aphotic].,Sharon did not know that it would be this XXXXX.,NA,NA,NA
3722,aphotic,She noticed that it seemed less [aphotic] after a few moments.,She noticed that it seemed less XXXXX after a few moments.,NA,NA,NA
3723,aphotic,"The child used a candle to light up the [aphotic] (i.e., dark) basement.","The child used a candle to light up the XXXXX (i.e., dark) basement.",NA,NA,NA
3724,aphotic,The flame from the tiny candle couldn't be seen in the [aphotic] room.,The flame from the tiny candle couldn't be seen in the XXXXX room.,NA,NA,NA
3725,aphotic,The room was [aphotic] after the windows were closed to block out sunlight.,The room was XXXXX after the windows were closed to block out sunlight.,NA,NA,NA
3726,aphotic,We thought that it would be [aphotic] and wondered why it wasn't.,We thought that it would be XXXXX and wondered why it wasn't.,NA,NA,NA
3727,aphotic,"When it was [aphotic], she decided to make her move.","When it was XXXXX, she decided to make her move.",NA,NA,NA
3728,blench,Amanda [blenched] and then screamed as the bear came near.,Amanda XXXXX and then screamed as the bear came near.,NA,NA,NA
3729,blench,David [blenched] -- no longer brave and confrontational -- after he heard the shots fired.,David XXXXX -- no longer brave and confrontational -- after he heard the shots fired.,NA,NA,NA
3730,blench,John [blenched] several times while we were on our way to the house.,John XXXXX several times while we were on our way to the house.,NA,NA,NA
3731,blench,"Every time this happens, we notice that she [blenches].","Every time this happens, we notice that she XXXXX.",NA,NA,NA
3732,blench,Mandy's friends thought she was [blenching] in the photograph.,Mandy's friends thought she was XXXXX in the photograph.,NA,NA,NA
3733,blench,People usually [blench] away from fast moving objects that are heading towards them.,People usually XXXXX away from fast moving objects that are heading towards them.,NA,NA,NA
3734,blench,Smaller animals may [blench] or even freeze when they are cornered.,Smaller animals may XXXXX or even freeze when they are cornered.,NA,NA,NA
3735,blench,Some people appear to [blench] more often than others.,Some people appear to XXXXX more often than others.,NA,NA,NA
3736,blench,The girl [blenched] (or cowered) in response to the sudden loud noise.,The girl XXXXX (or cowered) in response to the sudden loud noise.,NA,NA,NA
3737,blench,"The needle was painful, so Ellen [blenched] away from it.","The needle was painful, so Ellen XXXXX away from it.",2119,NA,NA
3738,blench,There is no law against [blenching] and never has been.,There is no law against XXXXX and never has been.,NA,NA,NA
3739,burke,Ellen tried to [burke] her worries and express happier thoughts.,Ellen tried to XXXXX her worries and express happier thoughts.,NA,NA,NA
3740,burke,Gary decided to [burke] it the next evening.,Gary decided to XXXXX it the next evening.,NA,NA,NA
3741,burke,His responsibility was to [burke] the rest before the next occasion.,His responsibility was to XXXXX the rest before the next occasion.,NA,NA,NA
3742,burke,It is best to [burke] a burp when you are with other people.,It is best to XXXXX a burp when you are with other people.,NA,NA,NA
3743,burke,John found it hard to [burke] the strong sneeze.,John found it hard to XXXXX the strong sneeze.,NA,NA,NA
3744,burke,"Lucy [burked], or silenced, her complaints about the meal.","Lucy XXXXX, or silenced, her complaints about the meal.",NA,NA,NA
3745,burke,Lucy has tended to [burking] herself around outsiders.,Lucy has tended to XXXXX herself around outsiders.,4439,NA,NA
3746,burke,"People should [burke], rather than say aloud, thoughts that are unkind.","People should XXXXX, rather than say aloud, thoughts that are unkind.",NA,NA,NA
3747,burke,She [burkes] these things much better than her nephew.,She XXXXX these things much better than her nephew.,NA,NA,NA
3748,burke,"She often [burkes] things for her eldest niece, but she was unavailable.","She often XXXXX things for her eldest niece, but she was unavailable.",NA,NA,NA
3749,burke,The squad all agreed to [burke] it as soon as possible.,The squad all agreed to XXXXX it as soon as possible.,NA,NA,NA
3750,chouse,[Chousing] does not occur very often around here.,XXXXX does not occur very often around here.,NA,NA,NA
3751,chouse,"He fell for the trick that [choused] him, instead of helping him win.","He fell for the trick that XXXXX him, instead of helping him win.",NA,NA,NA
3752,chouse,I have not [choused] anyone in this location for over 10 years.,I have not XXXXX anyone in this location for over 10 years.,NA,NA,NA
3753,chouse,I read about the gentleman whom they [choused] last week.,I read about the gentleman whom they XXXXX last week.,NA,NA,NA
3754,chouse,The boy liked to [chouse] people when they were not paying attention.,The boy liked to XXXXX people when they were not paying attention.,NA,NA,NA
3755,chouse,"The criminal knew how to [chouse], or cheat, people out of their money.","The criminal knew how to XXXXX, or cheat, people out of their money.",50,NA,NA
3756,chouse,The dishonest boy bullied and [choused] his sister into giving up her candy.,The dishonest boy bullied and XXXXX his sister into giving up her candy.,NA,NA,NA
3757,chouse,The tricky man [choused] her into giving him her purse.,The tricky man XXXXX her into giving him her purse.,NA,NA,NA
3758,chouse,We mentioned that there seemed to be some [chousing] going on.,We mentioned that there seemed to be some XXXXX going on.,NA,NA,NA
3759,chouse,We were angry when Jeremy [choused] us in order to win the card game.,We were angry when Jeremy XXXXX us in order to win the card game.,NA,NA,NA
3760,chouse,"When she plays cards, she tends to [chouse] people as a joke.","When she plays cards, she tends to XXXXX people as a joke.",NA,NA,NA
3761,conticent,Ben seems to be more [conticent] than his sister.,Ben seems to be more XXXXX than his sister.,NA,NA,NA
3762,conticent,Hunters stay [conticent] so animals won't hear them coming.,Hunters stay XXXXX so animals won't hear them coming.,NA,NA,NA
3763,conticent,"Jane was worried, shy, and [conticent] when she was asked to speak.","Jane was worried, shy, and XXXXX when she was asked to speak.",NA,NA,NA
3764,conticent,John was [conticent] when his parents unlocked the entrance.,John was XXXXX when his parents unlocked the entrance.,NA,NA,NA
3765,conticent,Ken asked whether I'd be [conticent] for the next few hours.,Ken asked whether I'd be XXXXX for the next few hours.,NA,NA,NA
3766,conticent,Mary asked if her friend would be [conticent].,Mary asked if her friend would be XXXXX.,NA,NA,NA
3767,conticent,"She asked him to answer but he kept [conticent], i.e., quiet.","She asked him to answer but he kept XXXXX, i.e., quiet.",NA,NA,NA
3768,conticent,The [conticent] girl arrived to help wash the dishes.,The XXXXX girl arrived to help wash the dishes.,NA,NA,NA
3769,conticent,The little boy was [conticent] whenever he ask asked something.,The little boy was XXXXX whenever he ask asked something.,NA,NA,NA
3770,conticent,"The neighbors complained that we were noisy, instead of [conticent].","The neighbors complained that we were noisy, instead of XXXXX.",NA,NA,NA
3771,conticent,The suspect stayed [conticent] and revealed nothing during the trial.,The suspect stayed XXXXX and revealed nothing during the trial.,NA,NA,NA
3772,curule,We were asked to be [conticent] in the library.,We were asked to be XXXXX in the library.,NA,NA,NA
3773,curule,Don received the [curule] one when he was 53 years old.,Don received the XXXXX one when he was 53 years old.,NA,NA,NA
3774,curule,George was promoted to the [curule] position because he was the best.,George was promoted to the XXXXX position because he was the best.,NA,NA,NA
3775,curule,"He worked hard but got the secondary, rather than the [curule], job at work.","He worked hard but got the secondary, rather than the XXXXX, job at work.",NA,NA,NA
3776,curule,Jim had occupied the [curule] spot for a long time.,Jim had occupied the XXXXX spot for a long time.,NA,NA,NA
3777,curule,John was never expected to attain the [curule] one.,John was never expected to attain the XXXXX one.,NA,NA,NA
